BaseCase,RA,RASDG,Year,indicator,Country/Region
11.5,13.34,13.33,2030,Renewable_Share,Sub-Saharan Africa
12.46,15.1,15.11,2031,Renewable_Share,Sub-Saharan Africa
13.48,17,17.06,2032,Renewable_Share,Sub-Saharan Africa
14.55,19.08,19.21,2033,Renewable_Share,Sub-Saharan Africa
15.7,21.38,21.58,2034,Renewable_Share,Sub-Saharan Africa
16.94,23.97,24.28,2035,Renewable_Share,Sub-Saharan Africa
18.29,26.82,27.26,2036,Renewable_Share,Sub-Saharan Africa
19.76,29.99,30.56,2037,Renewable_Share,Sub-Saharan Africa
21.34,33.43,34.12,2038,Renewable_Share,Sub-Saharan Africa
23.02,36.99,37.79,2039,Renewable_Share,Sub-Saharan Africa
24.73,40.57,41.45,2040,Renewable_Share,Sub-Saharan Africa
26.48,44.18,45.1,2041,Renewable_Share,Sub-Saharan Africa
28.26,47.8,48.77,2042,Renewable_Share,Sub-Saharan Africa
30.1,51.4,52.46,2043,Renewable_Share,Sub-Saharan Africa
32.01,55.01,56.12,2044,Renewable_Share,Sub-Saharan Africa
34,58.59,59.77,2045,Renewable_Share,Sub-Saharan Africa
36.06,62.14,63.35,2046,Renewable_Share,Sub-Saharan Africa
38.17,65.65,66.89,2047,Renewable_Share,Sub-Saharan Africa
40.28,69.01,70.28,2048,Renewable_Share,Sub-Saharan Africa
42.48,72.26,73.55,2049,Renewable_Share,Sub-Saharan Africa
44.58,75.38,76.67,2050,Renewable_Share,Sub-Saharan Africa
46.66,78.18,79.46,2051,Renewable_Share,Sub-Saharan Africa
48.66,80.75,81.99,2052,Renewable_Share,Sub-Saharan Africa
50.7,83.03,84.17,2053,Renewable_Share,Sub-Saharan Africa
52.7,85.02,86.11,2054,Renewable_Share,Sub-Saharan Africa
54.7,86.79,87.74,2055,Renewable_Share,Sub-Saharan Africa
56.66,88.28,89.21,2056,Renewable_Share,Sub-Saharan Africa
58.49,89.63,90.43,2057,Renewable_Share,Sub-Saharan Africa
60.33,90.74,91.54,2058,Renewable_Share,Sub-Saharan Africa
62.1,91.79,92.45,2059,Renewable_Share,Sub-Saharan Africa
